Name,UFCO_2,HANF_1,FICO_1,WOCA_1,SCHO_1,EGSH_2,EGWA_2,EGSH_1,TWCA_2,SWCA_1,HOSP_2,HANF_2,TWCA_1,SCHO_2,HOSP_1,UFCO_1,NURH_1,EGWA_1,RWCO_1,RWCO_2,WOCA_2,NURH_2,RFSC_2,SWCA_2,RFSC_1,FICO_2
Pseudomonas putida LF54,0,0,0,0.000105446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000123013,0,0,0,0,0
Pseudomonas putida strain MC4 5222,0,0,0,0,0,0,0,0,0,0,7.97E-05,0,0,0,0.000481174,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas rhizosphaerae,0,0.00215785,0,0,0,0,0,0,0,0,0,0.000240461,0,0,0,0,0.001187975,0,0,0,0,0.000673207,0,0,0,0
Pseudomonas rhodesiae strain FF9,0,0,0,0,0,0,0,0,0,0,0.000199468,0,0,0,0.001263446,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas simiae strain 2 36,0,0,0,0,0,0,0,0,0,0,0.000193291,4.71E-05,0,9.06E-05,0,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas simiae strain MEB105,0,0.000218476,0,0,3.04E-05,0,0,0,0,0,0,0,0,0,0.000800937,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas sp 11 12A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000720002,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas sp 2 1 26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.98E-05,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas sp 2 922010,0,0.001473914,0,0,0.000674625,0,0,0,0,0,0,0,0,0,0.087120827,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas sp 20 BN,0,0,0.000184939,0,0,0,0,0,0.000240722,0,0,0,0.000290421,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas sp 313,0,0.00111929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas sp Ag1,0,0.000598677,0,0,0.000125959,0,0,0,0,0,0,0,0,0,0.006114048,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas sp BRG 100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001044813,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas sp CBZ 4,0,0.00090854,0,0,0,0,0,0,0,0,0,0,0,0,0.007292734,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas sp CF149,0,0.007614154,0,0,0.000697981,0,0,0,0,0,0,0.000913395,0,0,0,0.000688715,0,0,0.000412647,0.000481998,0,0,0,0,0,0
Pseudomonas sp CF150,0,0.000524342,0,0,8.26E-05,0,0,0,0,0,0,0,0,0,0.000491425,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas sp CFT9,0,0.000384464,0,0,8.58E-05,0,0,0,0,0,0,0,0,0,0.000273711,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas sp CHM02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008435618,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas sp Eur1 9 41,0,0.002304122,0,0,0.000423214,0,0,0,0,0,0,0,0,0,0.001139977,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas sp FH1,0,0,0,0,0.003259099,0,0,0,0,0,0.012643703,0,0,0.006462936,0.07988715,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas sp FH4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000736372,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas sp G52012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000379737,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas sp GM16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.27E-06,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas sp GM412012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016568,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas sp GM60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003295393,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas sp GM67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00415202,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas sp GM74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000550941,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas sp GM78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000600817,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas sp GM80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000474748,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas sp LAMO17WK12 I2,0,0.002400039,0,0,0.000441146,0,0,0,0,0,0,0,0,0,0.00342391,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas sp Lz4W,0,0.000468125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas sp MOIL14HWK12 I2,0,0.00029068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas sp PAMC 25886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00533958,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas sp PAMC 26793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003851535,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas sp PTA1,0,0.000797437,0,0,0.001148888,0,0,0,0,0,0,0,0,0,0.000989582,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas sp R4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003904472,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas sp R62,0,0.001019377,0,0,0.000556403,0,0,0,0,0,0,0,0,0,0.001081992,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas sp R81,0,0,0,0,8.68E-06,0,0,0,0,0,0,0,0,0,0.000503818,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas sp RIT357,0,0.006299568,0,0,0.000864432,0,0,0,0,0,0,0,0,0,0.013970268,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas sp RL,0.00028008,0,5.31E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.000331178,0,0,0,0,0,0,0,0,0,0
Pseudomonas sp S9,0,0,0,0.000698604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000843775,0,0,0,0,0
Pseudomonas sp TJI 51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000142824,0,0,0,0,0,0,0
Pseudomonas sp TKP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001346523,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas sp URMO17WK12 I12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002273223,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas sp UW4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000461897,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas sp WCS374,0,0.000590684,0,0,0.000147145,0,0,0,0,0,0,0,0,0,0.000266826,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas stutzeri DSM 10701,0,0,0,0,0,0,0,0,0.000272515,0.000447774,0,0,0.000364261,0,0,0,0,0,0,0,0,0,0,0.000286151,0,0
Pseudomonas synxantha BG33R,0,0,0,0,0,0,0,0,0,0,0.000135895,0,0,0,0.000859688,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas syringae CC1458,0,0,0,0,0,0,0,0,0,0,3.86E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas syringae pv lachrymans str M301315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000318645,0,0,0,0,0.000221585,0,0,0,0
Pseudomonas syringae pv maculicola str ES4326,0,0.001752337,0,0,0,0,0,0,0,0,0,0.000199063,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas thermotolerans DSM 14292,0.0002312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000246694,0,0,0.000299364,0,0,0,0,0,0,0
Pseudomonas tolaasii PMS117,0,0,0,0,0,0,0,0,0,0,0.002822046,0,0,0,0.017191764,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas tuomuerensis strain JCM 14085,0.000308954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.77E-05
Pseudomonas veronii 1YdBTEX2,0,0.0004588,0,0,0.000157557,0,0,0,0,0,0.000477848,0,0,0.000300148,0,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas viridiflava TA043,0,0,0,0,0,0,0,0,0,0,0.00207829,0,0,0,0.013216148,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas viridiflava UASWS0038,0,0,0,0,0.000359945,0,0,0,0,0,0,0,0,0.000721095,0,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas viridiflava strain LMCA8,0,0.003971201,0,0,0,0,0,0,0,0,0,0.000462276,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psychrobacter aquaticus CMS 56,0.005093004,0,0.003367892,0,0,0,0.001215454,0,0,0,0,0,0,0,0,0.00508831,0,0.004741396,0,0,0,0,0.001191283,0,0.001891102,0.004595885
Psychrobacter arcticus 273 4,0.009038257,0,0.006305495,0,0,0.000476442,0.002211435,0.000469125,0.000306295,0,0,0,0.000370878,0,0,0.009103165,0,0.008537522,0,0,0,0,0.001995631,0,0.00312537,0.008664179
Psychrobacter cryohalolentis K5,0.013956984,0,0.009765213,0,0,0.000636276,0.002987791,0.000645886,0.000455043,0,0,0,0.000569499,0,0,0.01404836,0,0.011728926,0,0,0,0,0.002406932,0,0.003868373,0.013148257
Psychrobacter phenylpyruvicus DSM 7000 NBRC 102152,0,0,0.000400159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000577394
Psychrobacter sp 15012011,0,0,0.001202294,0,0,0,0,0,0,0,0,0,0,0,0,0.00154606,0,0.001492297,0,0,0,0,0,0,0,0
Psychrobacter sp 3102012,0,0,0.000515226,0,0,0,0,0,3.70E-05,0,0,0,0,0,0,0.001011275,0,0.000542068,0,0,0,0,0,0,0.000308875,0
Psychrobacter sp G,0,0,0.007262137,0,0,0,0,0.000491907,0.000327964,0,0,0,0,0,0,0.010329199,0,0.008627949,0,0,0,0,0,0,0.003054281,0
Psychrobacter sp JCM 18900,0,0,0.001316906,0,0,0,0,0,0,0,0,0,0,0,0,0.001945501,0,0.001631658,0,0,0,0,0,0,0.000661655,0
Psychrobacter sp JCM 18901,0,0,0.002419047,0,0,0,0,0,0,0,0,0,0,0,0,0.003534478,0,0.003083619,0,0,0,0,0,0,0.001178053,0
Psychrobacter sp JCM 18902,0,0,0.005028029,0,0,0,0,0.000317451,0.000242046,0,0,0,0,0,0,0.00942674,0,0.006015478,0,0,0,0,0,0,0.002235675,0
Psychrobacter sp JCM 18903,0,0,0.010590588,0,0,0,0,0.000672126,0.000511722,0,0,0,0,0,0,0.01696019,0,0.012530703,0,0,0,0,0,0,0.004531361,0
Psychrobacter sp PAMC 21119,0,0,0.003815818,0,0,0,0,0,0,0,0,0,0,0,0,0.005649285,0,0.004672129,0,0,0,0,0,0,0.001856532,0
Psychrobacter sp PRwf 1,0,0,0.002363406,0,0,0,0,0,0,0,0,0,0,0,0,0.003641097,0,0.00222051,0,0,0,0,0,0,0.000891541,0
Psychrobacter sp TB67,0,0,8.52E-05,0,0,5.04E-06,2.34E-05,3.93E-06,0,0,0,0,0,0,0,9.39E-05,0,0,0,0,0,0,8.94E-06,0,1.87E-05,0
Pusillimonas noertemannii BS8,0,0,0.000303715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000429115
Pusillimonas sp T7 7,0,0,0,0.000277189,0,0,0,0,0.000505193,0,0,0,0.000594392,0,0,0,0,0,0,0,0.000342873,0,0,0,0,0
Rahnella aquatilis HX2,0,0,0,0,3.94E-05,0,0,0,0,0,0.000110655,0,0,8.78E-05,0.00066324,0,0,0,0,0,0,0,0,0,0,0
Rahnella sp WP5,0,0,0,0,0.000102821,0,0,0,0,0,0,0,0,0,0.001524458,0,0,0,0,0,0,0,0,0,0,0
Rahnella sp Y9602,0,0,0,0,3.09E-05,0,0,0,0,0,6.32E-05,0,0,5.78E-05,0.000389223,0,0,0,0,0,0,0,0,0,0,0
Reyranella massiliensis 521,0,0,0,0.000228713,0,0,0,0,0,0.000376905,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000281139,0,0
Rhodanobacter fulvus Jip2,0,0,0,0.000213293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhodanobacter spathiphylli B39,0,0,0,0.001052708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001186387,0,0,0,0,0
Rhodococcus pyridinivorans SB3094,0.000500143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000481898,0,0,0,0,0,0,0,0,0,0
Rhodococcus rhodochrous BKS6 46,0.00101988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001052165,0,0,0,0,0,0,0,0,0,0
Rhodococcus sp Chr 9,0.001236643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001232792,0,0,0,0,0,0,0,0,0,0
Rhodococcus sp p52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000338106,0,0,0,0,0,0,0,0,0,0
Ruminiclostridium thermocellum BC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000122251,0.000102855,0,0,0,0,0,0
Ruminococcaceae bacterium D16,0,0,0,0,0,0,0.000117786,0,0,0,0,0,0,0,0,0,0,0.00048553,0,0,0,0,0,0,0,0
Ruminococcus bromii L2 63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000168187,0,0.000280562,0
Ruminococcus sp SR1 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000117046,0
Saccharomonospora glauca K62,0.002244147,0,0.000401522,0.000556132,0,0,0,0,0.000369031,0.00054959,0,0,0.000467195,0,0,0.002471161,0,0,0,0,0.000588247,0,0,0.000376362,0,0.000539161
Saccharomonospora viridis,0,0,0.00470766,0,0,0,0,0,0.000456841,0,0,0,0.000536623,0,0,0,0,0,0,0,0,0,7.48E-05,0.00020018,0.000102172,0.006346554
Saccharomonospora viridis DSM 43017,0.002019341,0,0,0.000351241,0,0,0,0,0,0.000288791,0,0,0,0,0,0.002030323,0,0,0.000968777,0.001000907,0.000417592,0,0,0,0,0
Saccharopolyspora rectivirgula,0.000627602,0,7.53E-05,4.14E-05,0,0,0,0,9.06E-05,3.12E-05,0,0,0.000110497,0,0,0.0006289,0,0,3.27E-05,4.26E-05,5.10E-05,0,0,1.90E-05,0,8.46E-05
Salmonella enterica subsp enterica serovar Bareilly str CFSAN000953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.29E-06,0,0,0,0,4.58E-06,0,0,0,0
Serpens flexibilis strain ATCC 29606,0.000380521,0,9.87E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.000421238,0,0,0,0,0,0,0,0,0,0.000143751
Shewanella baltica OS185,0,0,0,0.000310983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shewanella putrefaciens HRCR 6,0,0,0,0.000204337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000260214,0,0,0,0,0
Shewanella sp HN 41,0,0,0,0.000828242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001002064,0,0,0,0,0
Solibacillus silvestris StLB046,0.000423626,0,9.52E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.000463649,0,0,0,0,0,0,0,0,0,0
Sphaerobacter thermophilus DSM 20745,0.001880744,0,0.004562918,0.00067746,0,0,0,0,0.001037828,0.000508249,0,0,0.001259158,0,0,0.002049247,0,0,0.002285317,0.002244281,0.000706704,0,0,0.000336846,0,0.006070874
Sphingobacterium antarcticus 4BY,0,0,0,0,0,0,0,0,0,0,0.000109886,0,0,0,0.000685884,0,0,0,0,0,0,0,0,0,0,0
Sphingobacterium sp ML3W,0,0,0.000195083,0.000606731,0,0,0,0,0.000243182,0,0,0,0,0,0,0,0,0.000744248,0,0,0.000667652,0,0,0,0,0
Sphingomonas sp MM 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000358213,0,0,0,0,0,0,0,0,0,0
Sphingomonas taxi,0,0.000877634,0,0,0,0,0,0,0,0,0,9.59E-05,0,0,0,0,0.001017719,0,0,0,0,0.000577669,0,0,0,0
Sphingopyxis sp LC363,0,0,0,0.000210708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000248759,0,0,0,0,0
Sporosarcina newyorkensis 2681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000364127,0,0,0,0,0,0,0,0,0,0
Sporosarcina ureae DSM 2281,0.000842509,0,0,0,0,0,0.000154925,0,0,0,0,0,0,0,0,0.000849403,0,0.000566369,0,0,0,0,0,0,0,0
Staphylococcus aureus 1801 1 2010,0.000121066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000118954,0.000168868,0,0,0,0,0,0,0,0,0
Staphylococcus aureus subsp aureus strain MV8,0,0.058770838,0,0,0.000664285,0,0,0,0,0,0.000390217,0.006811652,0,0,0.002638273,0,0,0,2.70E-05,0,0,0.12336554,0,0,0,0
Staphylococcus equorum UMC CNS 924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.32E-05,0
Staphylococcus lentus F1142,0,0,0,0,0,0,0,0,0,0,0,0,0.000160493,0,0,0,0,0,0,0,0,0,0,0,0,0
Stenotrophomonas maltophilia PML168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000282615,0,0,0,0,0,0,0
Streptococcus gordonii str Challis substr CH1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000113018,0,0,0,0,0,0,0,0,0,0,0,0
Streptococcus intermedius B196,0,0,0,0,1.97E-05,0,0,0,0,0,0,0,0,4.26E-05,0,0,0,0,0,0,0,0,0,0,0,0
Streptococcus lutetiensis 033,0,0,0,0,0,0.000301858,0.000160376,0.000298738,0,0,0,0,0,0,0,0,0,0.00065878,0,0,0,0,0,0,0,0
Streptococcus mitis SK321,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018662,0,0,0,0,0,0,0,0,0,0,0,0
Streptococcus oralis SK10,0,0,0,0,3.81E-05,0,0,0,0,0,0,0,0,9.86E-05,0,0,0,0,0,0,0,0,0,0,0,0
Streptococcus pleomorphus DSM 20574,0,0,0,0,0,0.000317778,0.000123644,0.000302806,0,0,0,0,0,0,0,0,0,0.000554136,0,0,0,0,0,0,0,0
Streptococcus pyogenes GA19702,0,0,0,0,0,0,2.08E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptococcus salivarius SK126,0.000649258,0,0.000543765,0,0,0,0.000170616,0,0,0,0,0,0,0,0,0.000658638,0,0.000709531,0,0,0,0,0.000181629,0,0.000279126,0.000720516
Streptococcus sanguinis SK49,0,0,0,0,0,0,0,0,0,0,0,0,0,6.77E-05,0,0,0,0,0,0,0,0,0,0,0,0
Streptococcus sp 2 1 36FAA,0,0,0,0,5.55E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptococcus sp C300,0,0,0,0,4.10E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptococcus sp DBCMS,0,0,0,0,4.97E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptococcus sp GMD3S,0,0,0,0,3.62E-06,0,0,0,0,0,0,0,0,9.82E-06,0,0,0,0,0,0,0,0,0,0,0,0
Streptococcus sp GMD5S,0,0,0,0,4.41E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptococcus sp VT 162,0,0,0,0,5.23E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptococcus thermophilus MN ZLW 002,0,0,0,0,0,0,0,0,0,0,6.80E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptococcus thermophilus ND03,0,4.72E-05,0,0,2.97E-05,0,0,0,0,0,0,4.30E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptomyces sp NRRL F 5008,0,0,0,0.000258537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000271669,0,0,0,0,0
Subdoligranulum variabile DSM 15176,0,0,0,0,0,0.000279461,0.000303532,0.000286804,0,0,0,0,0,0,0,0,0,0.001231596,0,0,0,0,0,0,0,0
Symbiobacterium thermophilum IAM 14863,0.001045041,0,0.000756638,0.000577369,0,0,0,0,0.00023599,0.000539668,0,0,0.000275506,0,0,0.001239213,0,0,0.004043518,0.004155749,0.000685355,0,0,0.000374241,0,0.001006132
Tannerella sp 6 1 58FAA CT1,0,0,0,0,0,0,8.88E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tepidanaerobacter acetatoxydans Re1,0.00132244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00153778,0,0,0,0,0,0,0,0,0,0
Thaumarchaeota archaeon MY3,0,0,0,0.003137534,0,0,0,0,0,0.002711569,0,0,0,0,0,0,0,0,0,0,0.003413629,0,0,0.001801042,0,0
Thermoactinomyces sp Gus2 1,0,0,0.00019796,0.000252351,0,0,0,0,0,0.000261625,0,0,0,0,0,0,0,0,0,0,0.000342352,0,0,0.000174736,0,0.000272662
Thermobifida fusca TM51,0,0,0.002603532,0,0,0,0,0,0.000231259,0.000106186,0,0,0.000302605,0,0,0.000980016,0,0,0.00099568,0.000981911,0,0,1.07E-05,0,1.88E-05,0.003354569
Thermobifida fusca YX,0.001209831,0,0,0.000233145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000279219,0,0,0.00010621,0,0
Thermobispora bispora DSM 43833,0.000419089,0,0,0.000259091,0,0,0,0,0,0.000234459,0,0,0,0,0,0.000444893,0,0,0,0,0.000280781,0,0,0,0,0
Thermocrispum agreste DSM 44070,0,0,0.002375443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001038277,0.000987626,0,0,0,0,0,0.003143785
Thermocrispum municipale DSM 44069,0,0,0.003371071,0,0,0,0,0,0.000311216,0,0,0,0.000420454,0,0,0,0,0,0,0,0,0,0,0,0,0.004431885
Thermomonospora curvata DSM 43183,0.000458069,0,0.000194856,0.000245795,0,0,0,0,0,0,0,0,0,0,0,0.00054695,0,0,0.000258613,0,0.00025748,0,0,0,0,0
Thermus sp RL,0,0,0,0,3.04E-05,0,0,0,0,0,0,0,0,4.83E-05,0,0,0,0,0,0,0,0,0,0,0,0
Thermus thermophilus JL 18,0,0,0,0,4.03E-05,0,0,0,0,0,0,0,0,5.91E-05,0,0,0,0,0,0,0,0,0,0,0,0
Ureibacillus thermosphaericus str Thermo BF,0.001435462,0,0.002261815,0.000191687,0,0,0,0,0,0,0,0,0,0,0,0.001610943,0,0,0.00092051,0.000988552,0,0,0,0,0,0.002859553
Veillonella dispar DORA 11,0,0,0,0,0.000374551,0,0,0,0,0,0,0,0,0.00080809,0,0,0,0,0,0,0,0,0,0,0,0
Veillonella parvula ACS 068 V Sch12,0,0,0,0,0.00039082,0,0,0,0,0,0,0,0,0.000788191,0,0,0,0,0,0,0,0,0,0,0,0
Veillonella sp 3 1 44,0,0,0,0,0.000294001,0,0,0,0,0,0,0,0,0.000675173,0,0,0,0,0,0,0,0,0,0,0,0
Veillonella sp 6 1 27,0,0,0,0,0.000345556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Veillonella sp DORA B 18 19 23,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Veillonella sp oral taxon 780 str F0422,0,0,0,0,0.001905871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vibrio rumoiensis 1S 45,0,0,0,0.000450409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000513789,0,0,0,0,0
Weissella cibaria KACC 11862,0,0,0,0,0.001157203,0,0,0,0,0,0,0,0,0.002477973,0,0,0,0,0,0,0,0,0,0,0,0
Weissella paramesenteroides ATCC 33313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000291132,0,0,0,0,0,0,0,0,0,0
Xanthomonas campestris JX,0,0,0,0,0,0,0,0,0,0,3.66E-06,0,0,0,1.97E-05,0,0.000289314,0,0,0,0,0.000192079,0,0,0,0
Xanthomonas campestris pv campestris str ATCC 33913,0,5.01E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xanthomonas campestris pv campestris str B100,0,0,0,0,0,0,0,0,0,0,0,2.39E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xanthomonas fragariae LMG 25863,0,0.008692946,0,0,0,0,0,0,0,0,0,0.001009938,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xanthomonas hortorum pv carotae str M081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000295895,0,0,0,0,0,0,0,0,0,0,0
bacterium OL 1,0.009794968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00978377,0,0,0,0,0,0,0,0,0,0
candidate division TM7 single cell isolate TM7c,0,0,0,0,3.03E-05,0,0,0,0,0,0,0,0,6.16E-05,0,0,0,0,0,0,0,0,0,0,0,0
