"resource","consumer"
"Diatoma vulgaris","Silo pallipes"
"Fragilaria elliptica","Silo pallipes"
"Fragilaria leptostauron","Silo pallipes"
"Fragilaria vaucheriae","Silo pallipes"
"Gomphonema olivaceum","Silo pallipes"
"Gongrosira incrustans","Silo pallipes"
"Melosira varians","Silo pallipes"
"Navicula capitatoradiata","Silo pallipes"
"Navicula cryptotenella","Silo pallipes"
"Navicula gregoria","Silo pallipes"
"Navicula lanceolata","Silo pallipes"
"Navicula menisculus","Silo pallipes"
"Navicula pseudogregaria","Silo pallipes"
"Navicula tripunctata","Silo pallipes"
"Nitzschia amphibia","Silo pallipes"
"Nitzschia dissipata","Silo pallipes"
"Nitzschia perminuta","Silo pallipes"
"Rhoicosphenia curvata","Silo pallipes"
"Surirella ovalis","Silo pallipes"
"Synedra ulva","Silo pallipes"
"Tabellaria flocculosa","Silo pallipes"
"Achnanthes devei","Simuliidae grc"
"Achnanthes elliptica","Simuliidae grc"
"Achnanthes lanceolata","Simuliidae grc"
"Amphora ovalis","Simuliidae grc"
"Amphora pediculus","Simuliidae grc"
"Cocconeis placentula","Simuliidae grc"
"Cymbella lanceolata","Simuliidae grc"
"Cymbella minuta","Simuliidae grc"
"Cymbella silesiaca","Simuliidae grc"
"Cymbella solea","Simuliidae grc"
"Diatoma vulgaris","Simuliidae grc"
"Fragilaria elliptica","Simuliidae grc"
"Fragilaria leptostauron","Simuliidae grc"
"Fragilaria vaucheriae","Simuliidae grc"
"Gomphonema olivaceum","Simuliidae grc"
"Gongrosira incrustans","Simuliidae grc"
"Melosira varians","Simuliidae grc"
"Navicula capitatoradiata","Simuliidae grc"
"Navicula cryptotenella","Simuliidae grc"
"Navicula gregoria","Simuliidae grc"
"Navicula lanceolata","Simuliidae grc"
"Navicula menisculus","Simuliidae grc"
"Navicula pseudogregaria","Simuliidae grc"
"Navicula tripunctata","Simuliidae grc"
"Nitzschia amphibia","Simuliidae grc"
"Nitzschia dissipata","Simuliidae grc"
"Nitzschia perminuta","Simuliidae grc"
"Rhoicosphenia curvata","Simuliidae grc"
"Surirella ovalis","Simuliidae grc"
"Synedra ulva","Simuliidae grc"
"Tabellaria flocculosa","Simuliidae grc"
"Achnanthes devei","Simuliidae grd"
"Achnanthes elliptica","Simuliidae grd"
"Achnanthes lanceolata","Simuliidae grd"
"Amphora ovalis","Simuliidae grd"
"Amphora pediculus","Simuliidae grd"
"Cocconeis placentula","Simuliidae grd"
"Cymbella lanceolata","Simuliidae grd"
"Cymbella minuta","Simuliidae grd"
"Cymbella silesiaca","Simuliidae grd"
"Cymbella solea","Simuliidae grd"
"Diatoma vulgaris","Simuliidae grd"
"Fragilaria elliptica","Simuliidae grd"
"Fragilaria leptostauron","Simuliidae grd"
"Fragilaria vaucheriae","Simuliidae grd"
"Gomphonema olivaceum","Simuliidae grd"
"Gongrosira incrustans","Simuliidae grd"
"Melosira varians","Simuliidae grd"
"Navicula capitatoradiata","Simuliidae grd"
"Navicula cryptotenella","Simuliidae grd"
"Navicula gregoria","Simuliidae grd"
"Navicula lanceolata","Simuliidae grd"
"Navicula menisculus","Simuliidae grd"
"Navicula pseudogregaria","Simuliidae grd"
"Navicula tripunctata","Simuliidae grd"
"Nitzschia amphibia","Simuliidae grd"
"Nitzschia dissipata","Simuliidae grd"
"Nitzschia perminuta","Simuliidae grd"
"Rhoicosphenia curvata","Simuliidae grd"
"Surirella ovalis","Simuliidae grd"
"Synedra ulva","Simuliidae grd"
"Tabellaria flocculosa","Simuliidae grd"
"Achnanthes devei","Tanypodinae undet."
"Achnanthes elliptica","Tanypodinae undet."
"Achnanthes lanceolata","Tanypodinae undet."
"Amphora ovalis","Tanypodinae undet."
"Amphora pediculus","Tanypodinae undet."
"Annelidae undet.","Tanypodinae undet."
"Chironomidae undet.","Tanypodinae undet."
"Cocconeis placentula","Tanypodinae undet."
"Cymbella lanceolata","Tanypodinae undet."
"Cymbella minuta","Tanypodinae undet."
"Cymbella silesiaca","Tanypodinae undet."
"Cymbella solea","Tanypodinae undet."
"Diatoma vulgaris","Tanypodinae undet."
"Fragilaria elliptica","Tanypodinae undet."
"Fragilaria leptostauron","Tanypodinae undet."
"Fragilaria vaucheriae","Tanypodinae undet."
"Gammarus pulex","Tanypodinae undet."
"Gomphonema olivaceum","Tanypodinae undet."
"Gongrosira incrustans","Tanypodinae undet."
"Leuctra geniculata","Tanypodinae undet."
"Melosira varians","Tanypodinae undet."
"Navicula capitatoradiata","Tanypodinae undet."
"Navicula cryptotenella","Tanypodinae undet."
"Navicula gregoria","Tanypodinae undet."
"Navicula lanceolata","Tanypodinae undet."
"Navicula menisculus","Tanypodinae undet."
"Navicula pseudogregaria","Tanypodinae undet."
"Navicula tripunctata","Tanypodinae undet."
"Nitzschia amphibia","Tanypodinae undet."
"Nitzschia dissipata","Tanypodinae undet."
"Nitzschia perminuta","Tanypodinae undet."
"Plectrocnemia conspersa","Tanypodinae undet."
"Rhoicosphenia curvata","Tanypodinae undet."
"Simuliidae grc","Tanypodinae undet."
"Simuliidae grd","Tanypodinae undet."
"Surirella ovalis","Tanypodinae undet."
"Synedra ulva","Tanypodinae undet."
"Tabellaria flocculosa","Tanypodinae undet."
"Tanypodinae undet.","Tanypodinae undet."
"Tipulidae undet.","Tanypodinae undet."
"Achnanthes devei","Theodoxus fluviatilis"
"Achnanthes elliptica","Theodoxus fluviatilis"
"Achnanthes lanceolata","Theodoxus fluviatilis"
"Amphora ovalis","Theodoxus fluviatilis"
"Amphora pediculus","Theodoxus fluviatilis"
"Cocconeis placentula","Theodoxus fluviatilis"
"Cymbella lanceolata","Theodoxus fluviatilis"
"Cymbella minuta","Theodoxus fluviatilis"
"Cymbella silesiaca","Theodoxus fluviatilis"
"Cymbella solea","Theodoxus fluviatilis"
"Diatoma vulgaris","Theodoxus fluviatilis"
"Fragilaria elliptica","Theodoxus fluviatilis"
"Fragilaria leptostauron","Theodoxus fluviatilis"
"Fragilaria vaucheriae","Theodoxus fluviatilis"
"Gomphonema olivaceum","Theodoxus fluviatilis"
"Gongrosira incrustans","Theodoxus fluviatilis"
"Melosira varians","Theodoxus fluviatilis"
"Navicula capitatoradiata","Theodoxus fluviatilis"
"Navicula cryptotenella","Theodoxus fluviatilis"
"Navicula gregoria","Theodoxus fluviatilis"
"Navicula lanceolata","Theodoxus fluviatilis"
"Navicula menisculus","Theodoxus fluviatilis"
"Navicula pseudogregaria","Theodoxus fluviatilis"
"Navicula tripunctata","Theodoxus fluviatilis"
"Nitzschia amphibia","Theodoxus fluviatilis"
"Nitzschia dissipata","Theodoxus fluviatilis"
"Nitzschia perminuta","Theodoxus fluviatilis"
"Rhoicosphenia curvata","Theodoxus fluviatilis"
"Surirella ovalis","Theodoxus fluviatilis"
"Synedra ulva","Theodoxus fluviatilis"
"Tabellaria flocculosa","Theodoxus fluviatilis"
"Achnanthes devei","Tipulidae undet."
"Achnanthes elliptica","Tipulidae undet."
"Achnanthes lanceolata","Tipulidae undet."
"Amphora ovalis","Tipulidae undet."
"Amphora pediculus","Tipulidae undet."
"Cocconeis placentula","Tipulidae undet."
"Cymbella lanceolata","Tipulidae undet."
"Cymbella minuta","Tipulidae undet."
"Cymbella silesiaca","Tipulidae undet."
"Cymbella solea","Tipulidae undet."
"Diatoma vulgaris","Tipulidae undet."
"Fragilaria elliptica","Tipulidae undet."
"Fragilaria leptostauron","Tipulidae undet."
"Fragilaria vaucheriae","Tipulidae undet."
"Gomphonema olivaceum","Tipulidae undet."
"Gongrosira incrustans","Tipulidae undet."
"Melosira varians","Tipulidae undet."
"Navicula capitatoradiata","Tipulidae undet."
"Navicula cryptotenella","Tipulidae undet."
"Navicula gregoria","Tipulidae undet."
"Navicula lanceolata","Tipulidae undet."
"Navicula menisculus","Tipulidae undet."
"Navicula pseudogregaria","Tipulidae undet."
"Navicula tripunctata","Tipulidae undet."
"Nitzschia amphibia","Tipulidae undet."
"Nitzschia dissipata","Tipulidae undet."
"Nitzschia perminuta","Tipulidae undet."
"Rhoicosphenia curvata","Tipulidae undet."
"Surirella ovalis","Tipulidae undet."
"Synedra ulva","Tipulidae undet."
"Tabellaria flocculosa","Tipulidae undet."
"Esox","Salmo trutta"
"Chub","Salmo trutta"
"leuciscus","Salmo trutta"
"Ancylus fluviatilis","Thymallus"
"Aphelocheirus aestivalis","Thymallus"
"Asellus aquaticus","Thymallus"
"Ceratopogonidae undet.","Thymallus"
"Chironomidae undet.","Thymallus"
"Ecdyonurus dispar","Thymallus"
"Elmis aenea Lv.","Thymallus"
"Empididae undet.","Thymallus"
"Gammarus pulex","Thymallus"
"Hydracarina sp.","Thymallus"
"Hydropsyche contubernalis","Thymallus"
"Hydropsyche instabilis","Thymallus"
"Hydropsyche pellucidula","Thymallus"
"Hydropsyche siltalai","Thymallus"
"Leuctra geniculata","Thymallus"
"Limnius volckmari Ad.","Thymallus"
"Oulimnius tuberculatus Lv.","Thymallus"
"Plectrocnemia conspersa","Thymallus"
"Rhithrogena semicolorata","Thymallus"
"Simuliidae grc","Thymallus"
"Simuliidae grd","Thymallus"
"Tipulidae undet.","Thymallus"
"CPOM","Anabolia nervosa"
"FPOM","Anabolia nervosa"
"CPOM","Ancylus fluviatilis"
"FPOM","Ancylus fluviatilis"
"CPOM","Annelidae undet."
"FPOM","Annelidae undet."
"CPOM","Asellus aquaticus"
"FPOM","Asellus aquaticus"
"CPOM","Baetis niger"
"FPOM","Baetis niger"
"CPOM","Bithynia leachi"
"FPOM","Bithynia leachi"
"CPOM","Caenis rivulorum"
"FPOM","Caenis rivulorum"
"FPOM","Ceratopogonidae undet."
"Heptagenia sulphurea","Esox"
"CPOM","Chironomidae undet."
"FPOM","Chironomidae undet."
"CPOM","Ecdyonurus dispar"
"FPOM","Ecdyonurus dispar"
"FPOM","Elmis aenea Lv."
"FPOM","Empididae undet."
"CPOM","Ephemera danica"
"FPOM","Ephemera danica"
"CPOM","Erpobdella octoculata"
"FPOM","Erpobdella octoculata"
"CPOM","Gammarus pulex"
"FPOM","Gammarus pulex"
"Chironomidae undet.","Gyrinidae undet. Lv"
"Leuctra geniculata","Gyrinidae undet. Lv"
"Leuctra sp.","Gyrinidae undet. Lv"
"CPOM","Heptagenia sulphurea"
"FPOM","Heptagenia sulphurea"
"Annelidae undet.","Thymallus"
"Baetis niger","Thymallus"
"Hydroptila sp.","Thymallus"
"Tanypodinae undet.","Thymallus"
"CPOM","Hydropsyche contubernalis"
"FPOM","Hydropsyche contubernalis"
"CPOM","Hydropsyche instabilis"
"FPOM","Hydropsyche instabilis"
"CPOM","Hydropsyche pellucidula"
"FPOM","Hydropsyche pellucidula"
"CPOM","Hydropsyche siltalai"
"FPOM","Hydropsyche siltalai"
"CPOM","Hydroptila sp."
"FPOM","Hydroptila sp."
"CPOM","Lepidostoma hirtum"
"CPOM","Leuctra geniculata"
"FPOM","Leuctra geniculata"
"CPOM","Limnius volckmari Ad."
"FPOM","Limnius volckmari Ad."
"FPOM","Limnius volckmari Lv."
"CPOM","Oulimnius tuberculatus Lv."
"FPOM","Oulimnius tuberculatus Lv."
"CPOM","Rhithrogena semicolorata"
"FPOM","Rhithrogena semicolorata"
"CPOM","Sericostoma personatum"
"FPOM","Sericostoma personatum"
"CPOM","Seratella ignita"
"FPOM","Seratella ignita"
"FPOM","Silo pallipes"
"FPOM","Simuliidae grc"
"FPOM","Simuliidae grd"
"CPOM","Tanypodinae undet."
"FPOM","Tanypodinae undet."
"FPOM","Theodoxus fluviatilis"
"CPOM","Tipulidae undet."
"FPOM","Tipulidae undet."
"Piscicola geometra","Plath"
"Achnanthes devei","Leuctra sp."
"Achnanthes elliptica","Leuctra sp."
"Achnanthes lanceolata","Leuctra sp."
"Amphora ovalis","Leuctra sp."
"Amphora pediculus","Leuctra sp."
"Cocconeis placentula","Leuctra sp."
"Cymbella lanceolata","Leuctra sp."
"Cymbella minuta","Leuctra sp."
"Cymbella silesiaca","Leuctra sp."
"Cymbella solea","Leuctra sp."
"Diatoma vulgaris","Leuctra sp."
"Fragilaria elliptica","Leuctra sp."
"Fragilaria leptostauron","Leuctra sp."
"Fragilaria vaucheriae","Leuctra sp."
"Gomphonema olivaceum","Leuctra sp."
"Gongrosira incrustans","Leuctra sp."
"Melosira varians","Leuctra sp."
"Navicula capitatoradiata","Leuctra sp."
"Navicula cryptotenella","Leuctra sp."
"Navicula gregoria","Leuctra sp."
"Navicula lanceolata","Leuctra sp."
"Navicula menisculus","Leuctra sp."
"Navicula pseudogregaria","Leuctra sp."
"Navicula tripunctata","Leuctra sp."
"Nitzschia amphibia","Leuctra sp."
"Nitzschia dissipata","Leuctra sp."
"Nitzschia perminuta","Leuctra sp."
"Rhoicosphenia curvata","Leuctra sp."
"Surirella ovalis","Leuctra sp."
"Synedra ulva","Leuctra sp."
"Tabellaria flocculosa","Leuctra sp."
"FPOM","Leuctra sp."
"Achnanthes devei","Hydropsyche sp."
"Achnanthes elliptica","Hydropsyche sp."
"Achnanthes lanceolata","Hydropsyche sp."
"Amphora ovalis","Hydropsyche sp."
"Amphora pediculus","Hydropsyche sp."
"Cocconeis placentula","Hydropsyche sp."
"Cymbella lanceolata","Hydropsyche sp."
"Cymbella minuta","Hydropsyche sp."
"Cymbella silesiaca","Hydropsyche sp."
"Cymbella solea","Hydropsyche sp."
"Diatoma vulgaris","Hydropsyche sp."
"Fragilaria elliptica","Hydropsyche sp."
"Fragilaria leptostauron","Hydropsyche sp."
"Fragilaria vaucheriae","Hydropsyche sp."
"Gomphonema olivaceum","Hydropsyche sp."
"Gongrosira incrustans","Hydropsyche sp."
"Melosira varians","Hydropsyche sp."
"Navicula capitatoradiata","Hydropsyche sp."
"Navicula cryptotenella","Hydropsyche sp."
"Navicula gregoria","Hydropsyche sp."
"Navicula lanceolata","Hydropsyche sp."
"Navicula menisculus","Hydropsyche sp."
"Navicula pseudogregaria","Hydropsyche sp."
"Navicula tripunctata","Hydropsyche sp."
"Nitzschia amphibia","Hydropsyche sp."
"Nitzschia dissipata","Hydropsyche sp."
"Nitzschia perminuta","Hydropsyche sp."
"Rhoicosphenia curvata","Hydropsyche sp."
"Surirella ovalis","Hydropsyche sp."
"Synedra ulva","Hydropsyche sp."
"Tabellaria flocculosa","Hydropsyche sp."
"FPOM","Hydropsyche sp."
"Achnanthes devei","Simuliidae grx"
"Achnanthes elliptica","Simuliidae grx"
"Achnanthes lanceolata","Simuliidae grx"
"Amphora ovalis","Simuliidae grx"
"Amphora pediculus","Simuliidae grx"
"Cocconeis placentula","Simuliidae grx"
"Cymbella lanceolata","Simuliidae grx"
"Cymbella minuta","Simuliidae grx"
"Cymbella silesiaca","Simuliidae grx"
"Cymbella solea","Simuliidae grx"
"Diatoma vulgaris","Simuliidae grx"
"Fragilaria elliptica","Simuliidae grx"
"Fragilaria leptostauron","Simuliidae grx"
"Fragilaria vaucheriae","Simuliidae grx"
"Gomphonema olivaceum","Simuliidae grx"
"Gongrosira incrustans","Simuliidae grx"
"Melosira varians","Simuliidae grx"
"Navicula capitatoradiata","Simuliidae grx"
"Navicula cryptotenella","Simuliidae grx"
"Navicula gregoria","Simuliidae grx"
"Navicula lanceolata","Simuliidae grx"
"Navicula menisculus","Simuliidae grx"
"Navicula pseudogregaria","Simuliidae grx"
"Navicula tripunctata","Simuliidae grx"
"Nitzschia amphibia","Simuliidae grx"
"Nitzschia dissipata","Simuliidae grx"
"Nitzschia perminuta","Simuliidae grx"
"Rhoicosphenia curvata","Simuliidae grx"
"Surirella ovalis","Simuliidae grx"
"Synedra ulva","Simuliidae grx"
"Tabellaria flocculosa","Simuliidae grx"
"FPOM","Simuliidae grx"
"Ancylus fluviatilis","Ceratopogonidae undet."
"Asellus aquaticus","Ceratopogonidae undet."
"Baetis niger","Ceratopogonidae undet."
"Bithynia leachi","Ceratopogonidae undet."
"Erpobdella octoculata","Esox"
"Gammarus pulex","Esox"
